Timestamp,drone_x,drone_y,drone_z,payload_x,payload_y,payload_z,round_bar_x,round_bar_y,round_bar_z
1716393656635438192,1624.8056640625,-395.9091491699219,166.17747497558594,1957.6864013671875,-237.61085510253906,135.3772430419922,0.0,0.0,0.0
1716393656635443861,1624.8056640625,-395.9091491699219,166.17747497558594,1957.6864013671875,-237.61085510253906,135.3772430419922,0.0,0.0,0.0
1716393656635455428,1624.8056640625,-395.9091491699219,166.17747497558594,1957.6864013671875,-237.61085510253906,135.3772430419922,0.0,0.0,0.0
1716393656635457357,1624.8056640625,-395.9091491699219,166.17747497558594,1957.6864013671875,-237.61085510253906,135.3772430419922,0.0,0.0,0.0
1716393656635464367,1624.8071899414062,-395.9019317626953,166.18453216552734,1957.6864013671875,-237.61085510253906,135.3772430419922,0.0,0.0,0.0
1716393656635471724,1624.8087158203125,-395.89471435546875,166.19158935546875,1957.6819152832031,-237.61148834228516,135.37482833862305,0.0,0.0,0.0
1716393656645436795,1624.8102416992188,-395.8874969482422,166.19864654541016,1957.6774291992188,-237.61212158203125,135.3724136352539,0.0,0.0,0.0
1716393656645445554,1624.811767578125,-395.8802795410156,166.20570373535156,1957.6729431152344,-237.61275482177734,135.36999893188477,0.0,0.0,0.0
1716393656645447895,1624.811767578125,-395.8802795410156,166.20570373535156,1957.66845703125,-237.61338806152344,135.36758422851562,0.0,0.0,0.0
1716393656645462674,1624.811767578125,-395.8802795410156,166.20570373535156,1957.66845703125,-237.61338806152344,135.36758422851562,0.0,0.0,0.0
1716393656645464656,1624.811767578125,-395.8802795410156,166.20570373535156,1957.66845703125,-237.61338806152344,135.36758422851562,0.0,0.0,0.0
1716393656645466901,1624.8104654947917,-395.8872782389323,166.20208231608072,1957.66845703125,-237.61338806152344,135.36758422851562,0.0,0.0,0.0
1716393656655112379,1624.8091634114583,-395.89427693684894,166.1984608968099,1957.67578125,-237.62523905436197,135.36397298177084,0.0,0.0,0.0
1716393656655131207,1624.807861328125,-395.9012756347656,166.19483947753906,1957.68310546875,-237.63709004720053,135.36036173502603,0.0,0.0,0.0
1716393656655136517,1624.807861328125,-395.9012756347656,166.19483947753906,1957.6904296875,-237.64894104003906,135.35675048828125,0.0,0.0,0.0
1716393656655165827,1624.807861328125,-395.9012756347656,166.19483947753906,1957.6904296875,-237.64894104003906,135.35675048828125,0.0,0.0,0.0
1716393656655170605,1624.807861328125,-395.9012756347656,166.19483947753906,1957.6904296875,-237.64894104003906,135.35675048828125,0.0,0.0,0.0
1716393656655175156,1624.8074137369792,-395.9208577473958,166.1917266845703,1957.6904296875,-237.64894104003906,135.35675048828125,0.0,0.0,0.0
1716393656665321296,1624.8069661458333,-395.94043986002606,166.18861389160156,1957.6829833984375,-237.6479949951172,135.35733032226562,0.0,0.0,0.0
