timestep,x,y,z,roll,pitch,yaw
0.0,1.9615705013275146,0.0,3.3901805877685547,0.0,-0.0,0.0
0.0,1.9526074723049012,0.0,3.393704842413954,-0.0,-0.001933976247804318,0.0
1.0,1.9435614408138175,-6.143265633207275e-09,3.397438827108039,-2.564074590908578e-07,-0.004371513113908001,-3.572788439868899e-08
2.0,1.9345067284016595,2.1413085786152873e-08,3.401200308522334,3.004348936853222e-07,-0.007000818070247474,-2.2126307246043035e-08
3.0,1.9254594797650888,2.698600813338854e-10,3.4050129324512404,4.124253108927402e-07,-0.010030747366984527,-5.4786616400958095e-09
4.0,1.9164180652540115,1.1028418744000063e-08,3.4088597742448092,8.049433812627696e-07,-0.013572289971199204,1.0083915382554105e-08
5.0,1.9073739259401845,3.255721445698174e-08,3.4127114215528223,1.6959926599770503e-06,-0.01752023617008982,2.1716232434396736e-08
6.0,1.89832104813012,2.0229507604223966e-08,3.416567335261892,2.187306005276148e-06,-0.02163341114163442,2.491200053648533e-08
7.0,1.8892640895806991,-3.96251339499077e-09,3.42042784811661,2.0706795507905533e-06,-0.02580852726781473,2.2464032398552042e-08
8.0,1.8802080845201128,-6.115153166570654e-10,3.424301257922728,2.0763105334243698e-06,-0.03007115210526338,1.9889269614400196e-08
9.0,1.8711483725967148,-6.437909705203368e-09,3.42818196184765,1.9033106823359202e-06,-0.03432118837055617,1.502895984062439e-08
10.0,1.8620871545981832,-1.202879380642868e-08,3.432068858825745,1.6041067803980158e-06,-0.03852924166100179,9.963172140057315e-09
11.0,1.853025778891452,-3.6777297132769166e-09,3.435970816118483,1.5290763062500972e-06,-0.042710626214159414,6.7719022883459215e-09
12.0,1.8439607869701156,-8.652031949414278e-09,3.439875336573378,1.301433944414217e-06,-0.046774889625089654,2.306217502762765e-09
13.0,1.834893972742751,-1.0847406665501915e-08,3.443793277373674,1.03813417768399e-06,-0.050708934999145534,-1.2714958670109227e-09
14.0,1.8258276044482715,8.359166389353766e-11,3.447715624948687,1.058329512602728e-06,-0.05453770859746088,-2.607851173093207e-09
15.0,1.8167596177356045,-1.5355202533698078e-09,3.4516360417861307,1.0069101813994917e-06,-0.05822111086043912,-5.196288734153065e-09
16.0,1.8076910476666543,-1.2694140054681111e-08,3.4555629357720417,6.803346562617602e-07,-0.061766234367778575,-8.862684721118417e-09
17.0,1.798620477153008,-7.082356546951152e-09,3.459493674193022,5.27232721555034e-07,-0.06513703958843327,-1.0000860644390158e-08
18.0,1.7895475897344848,1.2275957222015352e-08,3.4634269606176544,8.507540152017651e-07,-0.06828961744564631,-8.86645650916417e-09
19.0,1.7804751581168548,1.8943887865848627e-08,3.4673664103261017,1.295097441426821e-06,-0.07126242442116892,-9.386272611241199e-09
20.0,1.77140429248693,7.591150038846665e-09,3.4713050393840343,1.4348196644076183e-06,-0.07409676005410298,-1.306134101114594e-08
21.0,1.7623321047031308,-3.2028633454370175e-09,3.475241034684786,1.3252526426296587e-06,-0.0767575379925622,-1.7642747444941576e-08
