timestep,x,y,z,roll,pitch,yaw,phase
68.0,1.3813570048531307,1.3818673809849176e-09,3.3170733366789253,-5.463030853656906e-05,-0.1265752554273221,-9.07363651030149e-06,0.0
69.0,1.3722358566238257,2.1720886136232187e-08,3.3199573269314784,-5.549970258965557e-05,-0.12820762426813007,-9.51065026048697e-06,0.0
70.0,1.3631150516763366,5.946119242334671e-08,3.322840707060347,-5.5244034198908836e-05,-0.12992614949550818,-9.9053852401219e-06,0.0
71.0,1.3539940755391944,9.028266193653692e-08,3.3257241863670908,-5.4072981021242404e-05,-0.1317251367196614,-1.0256350105463834e-05,0.0
72.0,1.3448729981360223,9.243546881558248e-08,3.328607472869697,-5.2729795121682216e-05,-0.1336008437259862,-1.056909586742052e-05,0.0
73.0,1.3357520652978545,5.7009558581568186e-08,3.331490656641348,-5.2160121488685494e-05,-0.1355563787099435,-1.0854686101209927e-05,0.0
74.0,1.3266314780157398,-1.06559202813012e-09,3.334374033391861,-5.288446039868742e-05,-0.13760016525645047,-1.1121518232817347e-05,0.0
75.0,1.3173173156419944,-1.413407197425305e-07,3.335807178001978,-5.833174911436171e-05,-0.1396366393654491,-1.1706396738986794e-05,0.0
76.0,1.308007306677512,-2.1845442490727029e-07,3.337202029984268,-6.576769966802475e-05,-0.14165321263642336,-1.2442260091147078e-05,0.0
77.0,1.2987008811390763,-1.6506533169075234e-07,3.338586621859403,-7.160412946015017e-05,-0.1436857713769561,-1.3192372249229124e-05,0.0
78.0,1.2893959126560395,-3.61894017258987e-08,3.3399680985258233,-7.41386391932431e-05,-0.14575306170067487,-1.3924645049787763e-05,0.0
79.0,1.2800918811808806,9.216112766042088e-08,3.341347928695004,-7.350507495258396e-05,-0.14786961479866442,-1.4639935890229137e-05,0.0
80.0,1.2707886132557327,1.5604122009262842e-07,3.342727829892252,-7.14474468094293e-05,-0.1500555648136718,-1.5390201063171758e-05,0.0
81.0,1.2614863225798072,1.2598456377264093e-07,3.3441083984573656,-7.027875702846112e-05,-0.15233729958365444,-1.6210618440050377e-05,0.0
82.0,1.252185579316311,2.3915758810322903e-08,3.3454886546248943,-7.158581250701666e-05,-0.15474746077759977,-1.7090391932008194e-05,0.0
83.0,1.2428862387860056,-9.692328346113692e-08,3.3468683244723523,-7.560507981966576e-05,-0.15731061769586993,-1.7980168593948898e-05,0.0
84.0,1.233587119433638,-1.842336665981815e-07,3.348248417376681,-8.13069534557683e-05,-0.1600259754571496,-1.881647471197503e-05,0.0
85.0,1.22428749298204,-2.0010372641403845e-07,3.349629435665614,-8.72699104404576e-05,-0.162887154158348,-1.9640956141572653e-05,0.0
86.0,1.2149877234260966,-1.4356872526142453e-07,3.3510099751132154,-9.148649898553996e-05,-0.16588331305602677,-2.0406802976457503e-05,0.0
87.0,1.2056872421936442,-4.1333947925098764e-08,3.3523923535800346,-9.302669349065077e-05,-0.1690048590256784,-2.1141494841164643e-05,0.0
88.0,1.1963862767470164,4.2550415630372425e-08,3.3537766266784717,-9.242559008973067e-05,-0.17224612631660202,-2.1848492969678345e-05,0.0
89.0,1.1870849446531428,6.587890079351055e-08,3.355161069811165,-9.105336613950145e-05,-0.17559321473029238,-2.248421602601115e-05,0.0
90.0,1.1777819958426632,2.8926759718039568e-08,3.3565458084865942,-9.029982277871122e-05,-0.17900324658544947,-2.300622630388993e-05,0.0
91.0,1.1684766160257478,-2.096211374223725e-08,3.3579308451969108,-9.048013932234172e-05,-0.18242021967555955,-2.3403810674104952e-05,0.0
92.0,1.159169603955539,-1.9281433810567942e-08,3.3593162716439102,-9.042349021024651e-05,-0.18581324617774836,-2.3707897850767836e-05,0.0
93.0,1.1498618012180846,5.652431449430797e-08,3.3607034703826453,-8.848308204559338e-05,-0.18917886483433166,-2.398257618479589e-05,0.0
94.0,1.140554118161897,1.6347477606066996e-07,3.362091801262958,-8.394710474045948e-05,-0.19252700443940907,-2.423853928628094e-05,0.0
95.0,1.1312466507452028,2.170247425072218e-07,3.3634797427950547,-7.806396148839961e-05,-0.19585578215650187,-2.4437670316561687e-05,0.0
96.0,1.1219376272911143,1.433994886156715e-07,3.3648676004363796,-7.389759757951932e-05,-0.19912220384130747,-2.4542687480137308e-05,0.0
97.0,1.1126261049716712,-5.1799882173861284e-08,3.3662554256441113,-7.437689611157254e-05,-0.2022691527793104,-2.4572755404387664e-05,0.0
98.0,1.1033127209478357,-2.60141090010989e-07,3.367643876383907,-7.977539678270791e-05,-0.20526433174815395,-2.457221515722645e-05,0.0
99.0,1.0939981792610467,-3.2995753731899196e-07,3.3690345444641747,-8.673237328169945e-05,-0.2081021904142603,-2.45876489100059e-05,0.0
100.0,1.0846124050260157,-1.7976718696372596e-07,3.3700569924096535,-8.836461417738259e-05,-0.2107685663078998,-2.4268104585166962e-05,0.0
101.0,1.075227995147597,2.281196775679028e-07,3.3710732842689852,-8.07616687084433e-05,-0.21328427523913623,-2.3695210567719137e-05,0.0
102.0,1.065844397760617,5.486116555771389e-07,3.372088496940007,-6.591524602751327e-05,-0.2156598354913784,-2.3114034011842678e-05,0.0
103.0,1.05646042782187,6.981880534738947e-07,3.3731033707848903,-4.8192245599682276e-05,-0.2178836836663156,-2.2621177920697942e-05,0.0
104.0,1.0470760370636982,5.975884241712416e-07,3.374118974789057,-3.3381839107753866e-05,-0.21995564648157073,-2.232895639280179e-05,0.0
105.0,1.0376920056427839,3.1248469329361013e-07,3.375134677454459,-2.5606368087458725e-05,-0.2218915783656356,-2.2165957501355833e-05,0.0
106.0,1.028308846425752,-4.9438799424004824e-08,3.3761507851092065,-2.6886459898826554e-05,-0.2237178176970167,-2.213982787285822e-05,0.0
107.0,1.0189268621243943,-3.5229482403946704e-07,3.377166639480899,-3.504615351265944e-05,-0.2254599575689278,-2.2134403950715775e-05,0.0
108.0,1.0095462074170698,-4.751437080518722e-07,3.3781812856021434,-4.525078349637542e-05,-0.2271401739802388,-2.1947859635001117e-05,0.0
109.0,1.0001666683213595,-4.386414311343881e-07,3.3791941750822825,-5.43818599750055e-05,-0.228770225053761,-2.160382045523334e-05,0.0
110.0,0.9907877726659496,-3.017309005946989e-07,3.380205529593244,-6.0080017846274765e-05,-0.23035294012075952,-2.119516506323916e-05,0.0
111.0,0.9814092324738246,-1.0638896715616086e-07,3.381215583010094,-6.104410417233422e-05,-0.2318871578333155,-2.0757580806359653e-05,0.0
112.0,0.9720308258232019,8.536549566164378e-08,3.3822249265522006,-5.758715574899321e-05,-0.23337343221006088,-2.031149758132928e-05,0.0
113.0,0.9626528781435667,2.222432401165733e-07,3.3832329639652152,-5.073507802148025e-05,-0.23481014595015942,-1.9941221289543463e-05,0.0
114.0,0.9532748401663141,2.7569617740065687e-07,3.384240967200611,-4.2843737768801254e-05,-0.23619863662728907,-1.954620699200681e-05,0.0
115.0,0.9438971854449956,2.1589910323300635e-07,3.385248516869724,-3.69278630128249e-05,-0.2375458642068844,-1.9244748120913405e-05,0.0
116.0,0.9345200690593088,8.399856389736505e-08,3.3862552719458803,-3.423401070741229e-05,-0.23885838900246115,-1.901544463240715e-05,0.0
117.0,0.9251434087134897,-6.208432118634672e-08,3.3872613085490304,-3.509390285567228e-05,-0.24014190156524148,-1.8800588365934264e-05,0.0
118.0,0.9157672439088714,-1.8846190307431417e-07,3.3882664693898414,-3.8979781543800916e-05,-0.24140166434375934,-1.8592695046238853e-05,0.0
119.0,0.9063915860425953,-2.5844821622775125e-07,3.3892706714540113,-4.448672914866599e-05,-0.24264309917462423,-1.8386557648752967e-05,0.0
120.0,0.8970164414584114,-2.510044359408845e-07,3.3902739272410116,-4.974783508705868e-05,-0.24387172169786558,-1.818829514316523e-05,0.0
121.0,0.8876417955661059,-1.4652415556500526e-07,3.3912765834094096,-5.205986076338049e-05,-0.2450973438866738,-1.7966685350397067e-05,0.0
122.0,0.8782676157206234,-1.7615339698915527e-08,3.392277775929591,-5.225804210560306e-05,-0.2463162733937495,-1.7842040248854474e-05,0.0
123.0,0.8688932667125615,1.915006766043033e-07,3.3932792523301427,-4.4981683726232744e-05,-0.24752519771872228,-1.735889864200906e-05,0.0
124.0,0.8595190559841118,4.470227846477028e-07,3.3942800449763224,-3.271605356928187e-05,-0.24872572619117864,-1.6908749828992826e-05,0.0
125.0,0.850128092196367,4.816135617847147e-07,3.3950657920556133,-2.0137665347348157e-05,-0.24990862546494513,-1.6563079149930988e-05,0.0
126.0,0.8407376557822793,3.928143988386297e-07,3.3958467068272973,-1.0932878597594978e-05,-0.25106168440159543,-1.6461275357625573e-05,0.0
127.0,0.8313473628132919,2.419143667798445e-07,3.396626841558206,-4.696778098287808e-06,-0.25218228253625025,-1.634231695403359e-05,0.0
128.0,0.8219569539427368,1.5567168874500203e-07,3.3974067164391744,-9.842595648367035e-07,-0.25326758380189707,-1.6283660130368733e-05,0.0
129.0,0.8125664971848908,4.482485673114083e-08,3.398186763680251,-1.9866201404849593e-07,-0.2543184706747736,-1.6297973315319468e-05,0.0
130.0,0.8031758952432648,-2.915308128337981e-08,3.3989673364037736,-1.195080808514209e-06,-0.25533623966922475,-1.634597773628352e-05,0.0
131.0,0.7937851981997243,-5.93879307733614e-08,3.3997485909313006,-2.8308145816831976e-06,-0.25632390225430746,-1.6402627322088403e-05,0.0
132.0,0.7843945696473396,-5.428579435421256e-08,3.400530316168487,-4.382613130871296e-06,-0.2572865509691399,-1.6472523170617973e-05,0.0
133.0,0.7750040508951533,-5.5025179669498725e-08,3.4013124272163684,-5.951682850900549e-06,-0.25822921921961195,-1.6538453864456373e-05,0.0
134.0,0.7656134776082806,-5.888837298073301e-08,3.4020951326532543,-7.600860403935429e-06,-0.25915414743928133,-1.659681154164628e-05,0.0
135.0,0.756222599328722,-7.177036441448126e-08,3.402878635081651,-9.521014519106841e-06,-0.2600590700141783,-1.6649027537989978e-05,0.0
136.0,0.7468313130199328,-9.361789173199129e-08,3.4036628588277216,-1.189111637011201e-05,-0.26093916868742184,-1.6698831895550078e-05,0.0
137.0,0.7374396392771294,-1.1542245248858975e-07,3.404447664038908,-1.4734768705629e-05,-0.26178948803268276,-1.6733963192611546e-05,0.0
138.0,0.7280476604164008,-1.3233132302856434e-07,3.4052329527454166,-1.7991868953704244e-05,-0.2626065245018108,-1.674910030971757e-05,0.0
139.0,0.7186554765157407,-1.4864258164449115e-07,3.4060186561712955,-2.164902882137196e-05,-0.26338885268821005,-1.6746058485899126e-05,0.0
140.0,0.7092632227142353,-1.659544007729239e-07,3.4068047007367994,-2.5724647508548837e-05,-0.26413791820095645,-1.6723308046474338e-05,0.0
141.0,0.6998709635104751,-1.8484706538904134e-07,3.407591240610535,-3.0106150073771525e-05,-0.2648582294689258,-1.669364857237698e-05,0.0
142.0,0.6904788783216013,-1.9004180446606496e-07,3.4083781156210757,-3.4474114966059305e-05,-0.2655562855268668,-1.6677385276400366e-05,0.0
143.0,0.6810868892504581,-1.8585343049262477e-07,3.409165366293851,-3.8573291607432305e-05,-0.2662370752362699,-1.665849439671395e-05,0.0
144.0,0.6716950489755098,-1.6102566226680415e-07,3.4099527449140004,-4.194610362317364e-05,-0.2669046303921424,-1.6625727621211757e-05,0.0
145.0,0.6623033110825537,-1.2125671861932367e-07,3.410740058883036,-4.429605562167379e-05,-0.26756012107679644,-1.6579024322341374e-05,0.0
146.0,0.6529115450350845,-7.773033716660601e-08,3.411527236871579,-4.56016414132742e-05,-0.26820093452478844,-1.6524811617769265e-05,0.0
147.0,0.6435196237099744,-4.149794938782845e-08,3.4123142386875847,-4.60909413042084e-05,-0.26882146403445617,-1.647207647625128e-05,0.0
148.0,0.6341275126637683,-2.0408121196289167e-08,3.4131009477756904,-4.6159126588256956e-05,-0.2694149843544459,-1.6428862566278917e-05,0.0
149.0,0.6247352820111629,-1.8876941054716504e-08,3.413887227743597,-4.6326122017435364e-05,-0.26997624004194865,-1.6407077962861695e-05,0.0
150.0,0.6149879719824258,-1.570566672454706e-08,3.4141063267083744,-4.616782516487985e-05,-0.2705818140381821,-1.63539790123552e-05,0.0
151.0,0.6052391836050863,2.0540525526656213e-09,3.4143122752871204,-4.537228028423933e-05,-0.27114395699059474,-1.629316385208754e-05,0.0
152.0,0.5954915735256106,9.46401241878992e-09,3.41451456405101,-4.432620723394644e-05,-0.27166725502188344,-1.6223184645166406e-05,0.0
153.0,0.5857450658899628,4.1852001773216714e-09,3.4147150846822196,-4.341727549703501e-05,-0.27216370191282324,-1.614864269333078e-05,0.0
154.0,0.5759993645567318,-7.109845892687403e-09,3.4149145261122706,-4.2826427943331026e-05,-0.2726431078679831,-1.6074208558799343e-05,0.0
155.0,0.5662542890481175,-1.7775890567959683e-08,3.415113206504997,-4.2561404486395666e-05,-0.2731138415638838,-1.600389590760316e-05,0.0
156.0,0.556509717344302,-2.3155236686749598e-08,3.415311282910403,-4.250887858338137e-05,-0.2735824333809411,-1.594004347983505e-05,0.0
157.0,0.5467656321480764,-2.110082842317884e-08,3.4155086941923645,-4.250394193678501e-05,-0.27405466665236144,-1.5885472009773055e-05,0.0
158.0,0.5370220617357935,-1.1821154724795007e-08,3.415705276673052,-4.2387994846221834e-05,-0.2745357557160703,-1.584322933906932e-05,0.0
159.0,0.5272789112143843,4.293071247751248e-09,3.415901228387576,-4.198443282151625e-05,-0.2750299740214024,-1.5813224551643897e-05,0.0
160.0,0.5175360081450343,2.5939115137946414e-08,3.4160965978493234,-4.155270651638143e-05,-0.27553553595155134,-1.5794804726854433e-05,0.0
161.0,0.5077932756785939,7.125967920835603e-08,3.416291629327654,-3.8589671027575505e-05,-0.27605619943327325,-1.5710145109179745e-05,0.0
162.0,0.49805086139483046,1.4761362970340344e-07,3.4164861987060697,-3.413589701085476e-05,-0.2765944098357188,-1.564917564480081e-05,0.0
163.0,0.4883086216473822,1.5864712946458817e-07,3.416680327859038,-2.9694568267784643e-05,-0.27714990691424407,-1.5547880607187406e-05,0.0
164.0,0.47856648462964446,1.460411146286889e-07,3.416874088747804,-2.5659219956440532e-05,-0.27772223825976206,-1.5458716212951373e-05,0.0
165.0,0.4688244554359536,1.1628441383969273e-07,3.4170675432699746,-2.243499210514876e-05,-0.2783112958593153,-1.5383565880861516e-05,0.0
166.0,0.4590824564040356,7.606184624750223e-08,3.4172609526387374,-2.025872820320242e-05,-0.2789172679266569,-1.5321162970096478e-05,0.0
167.0,0.4493403935879797,3.368194364975228e-08,3.4174545395698157,-1.916588185294814e-05,-0.2795396497553455,-1.5270368555447054e-05,0.0
168.0,0.4395981459936801,-2.98666949877631e-09,3.4176483743633113,-1.9006739150472512e-05,-0.2801756896507744,-1.5229829634775661e-05,0.0
169.0,0.42985592285599294,-2.4954737239913258e-08,3.41784225647083,-1.9421259186363675e-05,-0.2808257229931205,-1.5199725884312163e-05,0.0
170.0,0.42011357174349223,-2.994136448624549e-08,3.41803602396492,-1.9992119015645678e-05,-0.2814860913458476,-1.5178540321952691e-05,0.0
171.0,0.4103710509566909,-1.6325787770911196e-08,3.4182297804686312,-2.0253205074908953e-05,-0.2821533104491597,-1.5162975021988816e-05,0.0
172.0,0.40062839334704536,1.3869356289807721e-08,3.4184235436637365,-1.978759224619016e-05,-0.28282517837271365,-1.5149266408223676e-05,0.0
173.0,0.3908857830927926,5.474355460690247e-08,3.41861723423461,-1.8333219639588637e-05,-0.28350314092560924,-1.5135088391518355e-05,0.0
174.0,0.3811434316895294,9.677251533421072e-08,3.4188108918715767,-1.586710452852477e-05,-0.28419374044365275,-1.5119996387514573e-05,0.0
175.0,0.37121466372650935,1.244724482420146e-07,3.4183694153520974,-1.257659411958372e-05,-0.28494709413147024,-1.5093555828170509e-05,0.0
176.0,0.3612871678257402,1.4775558633236633e-07,3.4179132642786465,-8.592458457553864e-06,-0.2857194479898954,-1.5046190851104017e-05,0.0
177.0,0.3513619361700851,1.4681452121943788e-07,3.4174528309171595,-4.602399515389301e-06,-0.2865305886699104,-1.4982096941736646e-05,0.0
178.0,0.3414380331837121,1.2258283331559114e-07,3.416990284854163,-1.0279586013162292e-06,-0.2873890243029989,-1.4880666130442982e-05,0.0
179.0,0.3315144319144265,7.888600216116871e-08,3.416526989385752,1.5001449408781824e-06,-0.288291079074677,-1.478667395535271e-05,0.0
180.0,0.3215905616145402,2.4415908451527802e-08,3.4160635658042464,2.4377222856803235e-06,-0.28922861899405405,-1.471267851656801e-05,0.0
181.0,0.31166646714633556,-3.9108804054613905e-08,3.4155998942805685,1.7101274341737886e-06,-0.2901934408800784,-1.4663094309478762e-05,0.0
182.0,0.3017421342144911,-8.56627699116686e-08,3.415136121193069,-1.9994622156567377e-07,-0.29117964625552184,-1.4633974850588625e-05,0.0
183.0,0.2918176725503229,-1.0990652185455154e-07,3.414672489604249,-2.709339920371876e-06,-0.2921859666589655,-1.4617546864123415e-05,0.0
184.0,0.2818932804982058,-1.1607998761097458e-07,3.4142089817966212,-5.37961881391454e-06,-0.2932151110897868,-1.4608902238276067e-05,0.0
185.0,0.27196911566188664,-1.0877179422740209e-07,3.413745365470153,-7.904902639532337e-06,-0.2942711612059755,-1.460622681353909e-05,0.0
186.0,0.2620438507579889,-8.158410599283942e-08,3.4132824346554638,-9.823905911599268e-06,-0.29534349562599743,-1.4622995591704396e-05,0.0
187.0,0.2521214576938087,-5.108174488708457e-08,3.4128179206404288,-1.0876213368028948e-05,-0.2964668606331265,-1.4617592835021007e-05,0.0
188.0,0.24219678592856722,1.0761376778257016e-08,3.4123533433124242,-1.0428312159505231e-05,-0.2976085506195539,-1.4584310120619573e-05,0.0
189.0,0.2322720653944268,8.005308888467841e-08,3.411888373836365,-8.34322314295211e-06,-0.2987585063490787,-1.4583830567221876e-05,0.0
190.0,0.22234724985319318,1.204866769776313e-07,3.411423274848722,-5.349420922532431e-06,-0.29991232178569616,-1.4568504743214738e-05,0.0
191.0,0.21242218895289466,1.1718349065197762e-07,3.4109585750154423,-2.524157231044926e-06,-0.3010704495896967,-1.4560938020392173e-05,0.0
192.0,0.2024975340726674,7.216605731538386e-08,3.4104943052424375,-8.459323166254439e-07,-0.30224481221752186,-1.456027057950388e-05,0.0
