timestep,x,y,z,roll,pitch,yaw
0.0,1.662939190864563,0.0,4.111140251159668,0.0,-0.0,0.0
0.0,1.654969525444654,5.345817749218452e-23,4.1026929877944,-2.838943956084221e-22,-0.0017201119913935786,2.4416513729042685e-25
1.0,1.6469126098427422,6.455540933797563e-07,4.094116065515922,1.7780763636395735e-05,-0.0037878961791339375,-4.1838263266101655e-07
2.0,1.6388246393211585,-3.58752178019084e-08,4.085355163565092,1.177627209955571e-05,-0.005548628543419439,-4.7798611557042355e-06
3.0,1.630728263863159,-1.914604552292266e-07,4.076464992221273,6.022905399119726e-06,-0.00707887267392818,-2.8055183815121654e-06
4.0,1.6226406072539352,3.2947339271786955e-06,4.067454593384951,0.00010442999012019352,-0.008177663441069504,2.437444123956101e-06
5.0,1.6145850089467368,5.397906091927578e-06,4.058245570473605,0.00021940280150879903,-0.009233829190518949,5.143540283674519e-06
6.0,1.6065692474657969,4.32376469484966e-06,4.049071759314884,0.0002975502850522988,-0.011055858206834914,7.368352373787357e-06
7.0,1.598556870692716,-4.19833535083986e-06,4.0400330525569315,0.0001480657739102333,-0.013786926459996119,7.879245360472083e-06
8.0,1.5905168845361484,-6.760306038572724e-06,4.031114820088264,-4.847019733595972e-05,-0.01689013049766627,1.0666789278854497e-05
9.0,1.5824593540193428,-4.03970141241285e-06,4.0222338088248755,-0.00017451709436120283,-0.02000989507875937,1.37689118902692e-05
10.0,1.5743933961759433,-3.0642308518209787e-06,4.013366523822107,-0.0002800842080350555,-0.022938399147797005,1.528434665823415e-05
11.0,1.5663249355358373,-3.2960591917188637e-06,4.004498058838644,-0.0003894054732307959,-0.02562972645711685,1.6515070848148793e-05
12.0,1.5582590137826324,-4.0795565235720935e-06,3.995623959601344,-0.0005152024086076748,-0.028121257581109713,1.8006655196401128e-05
13.0,1.5501987890217945,-4.927257680706949e-06,3.9867458095276125,-0.0006574574484893423,-0.030550682760346254,2.0088640818688828e-05
14.0,1.5421476108939114,-4.469737467699977e-06,3.977858887859998,-0.0007805511559193638,-0.03311647821982019,2.328396459256303e-05
15.0,1.5341068404563383,-2.777102945033254e-06,3.9689620922839413,-0.0008546031583553675,-0.03604201792677776,2.7692506301872398e-05
16.0,1.5260686426351604,-3.361108400174314e-07,3.9600584971046944,-0.0008627181395156377,-0.03935846863081318,3.297256663115266e-05
17.0,1.517993449857553,5.6309468370778e-06,3.951171279354102,-0.0007177835194901047,-0.04221771273784788,3.95172759339509e-05
18.0,1.5099187745355878,5.708953255956792e-06,3.942313186616478,-0.0005818596552771869,-0.04478116482919274,4.344851525812189e-05
19.0,1.5018596382469445,4.1471836949534095e-06,3.9334443883592867,-0.00048059667865745875,-0.04735293548372557,4.599397587970806e-05
20.0,1.493804334232844,4.518107911725951e-06,3.924565700099349,-0.00036570443673303164,-0.049984880734265554,4.863072013740753e-05
21.0,1.4857520775811053,5.552880213419568e-06,3.915681468710932,-0.00022519281113517797,-0.05274780427405138,5.047860258489494e-05
22.0,1.4776999408611344,6.056624165787566e-06,3.9067989812317876,-7.38342641788812e-05,-0.05563344763989014,5.1822828236489015e-05
23.0,1.4696421003721618,4.998856955414639e-06,3.89792257888092,4.7859743073869075e-05,-0.058515568906502675,5.229247594708224e-05
24.0,1.4615847804076343,2.72959032990103e-06,3.889041771626291,0.00011071270012030135,-0.06139931742050493,5.190593894168438e-05
25.0,1.452688660370662,-3.2438034079288834e-07,3.8807385740984035,9.644412436910421e-05,-0.06476669685823631,5.0693084526658856e-05
26.0,1.4437795079438318,-3.2973298696234306e-06,3.8724549259613354,1.024299609640892e-05,-0.06837146995219903,4.921753516465077e-05
27.0,1.434858698810848,-3.7526813831275615e-06,3.864190802285773,-8.208310138926074e-05,-0.07199176131116848,4.842361628522414e-05
28.0,1.4259350634838732,-1.5141012483362894e-06,3.8559300343559664,-0.00011553142690675497,-0.07557833400439035,4.870693620494946e-05
29.0,1.4170199662434142,1.6263156376602167e-06,3.8476415353545277,-7.336235212628066e-05,-0.07915104965681156,4.975637652102044e-05
30.0,1.408101874240848,2.7532614333646982e-06,3.8393876549966905,-6.929751796970925e-06,-0.08290379466917057,5.0164684092008426e-05
31.0,1.399184036571732,-1.0340285334670422e-07,3.831115087435821,-1.7297858607295245e-05,-0.08667184405214523,4.965940683007696e-05
32.0,1.3902604031123926,-6.0056407344189835e-06,3.8228390572993383,-0.00017310905709649584,-0.09031870566424115,4.785614229372025e-05
33.0,1.3813387304959437,-1.1530278336988985e-05,3.814560327079271,-0.00045763034713538255,-0.09390868237338204,4.589386804261459e-05
34.0,1.3724115939365156,-1.1483209938100106e-05,3.806304840135438,-0.0007295564993611191,-0.09740690439361258,4.589872044940532e-05
35.0,1.3634919385289255,-5.8786332254490855e-06,3.798042548029393,-0.0008553254808391161,-0.10097557428192536,4.911945678336e-05
36.0,1.3545875066084523,2.465152591240402e-06,3.7897567956873814,-0.0007747695397738127,-0.10485304795726985,5.5314417976825276e-05
37.0,1.3456697836047435,8.442756303747094e-06,3.7814904817315305,-0.0005591946249424429,-0.10872350791353817,6.173648020715425e-05
38.0,1.3367368990849386,8.715481731826447e-06,3.773228623464611,-0.0003497066847240241,-0.11227349013465664,6.604993876444884e-05
39.0,1.327811162428647,4.906089668863846e-06,3.764947831205867,-0.00023895961325437522,-0.11566015950244023,6.786070209621735e-05
40.0,1.3188851260109336,-6.043172207354138e-07,3.7566856323154707,-0.0002624703148238413,-0.11895888263639347,6.764497826228055e-05
41.0,1.309965242245617,-5.15507551200445e-06,3.7484214364253594,-0.0003920528556138271,-0.12230797813787175,6.661985574311396e-05
42.0,1.301051578380532,-7.404749021103694e-06,3.740149905313729,-0.0005681086445287235,-0.12576969237598665,6.611400088607043e-05
43.0,1.2921250537748026,-6.4024419089297075e-06,3.731894449339689,-0.0007123515671014052,-0.12908539153359652,6.698176899615864e-05
44.0,1.2831989888114335,-2.7316290095471938e-06,3.7236152438662633,-0.0007648430455873248,-0.13224631256029068,6.946502001358736e-05
45.0,1.2742699846291874,2.3058200310410497e-06,3.7153454016291954,-0.0006959002809210256,-0.13520566101607231,7.296972353666248e-05
46.0,1.265339071326074,5.453369976253725e-06,3.70709095354954,-0.0005573149179158536,-0.13798648883280276,7.626327562998941e-05
47.0,1.2564226359432218,4.755880395835797e-06,3.698819449361944,-0.0004429889746003567,-0.14087732394533903,7.857154024241044e-05
48.0,1.2474968290330133,6.431817002415472e-07,3.6905668933063644,-0.0004322098407738723,-0.14368738299634456,7.962919719868665e-05
49.0,1.2385675215174419,-2.72980162011134e-06,3.6823024390629526,-0.0004990574473840043,-0.14630882656482536,8.024662104223622e-05
50.0,1.2292053956192417,-2.196740772548881e-06,3.6756315620383924,-0.00054501376089185,-0.14921882715157878,8.153286394175936e-05
51.0,1.2198283301295867,2.5526533423863488e-06,3.6690290303711808,-0.00047186763100459536,-0.1522945188617062,8.365257429383237e-05
52.0,1.2104573873971194,5.670595101303466e-06,3.662422084070082,-0.0003299529772982573,-0.15567749107568085,8.567639284338361e-05
53.0,1.2010775228202406,2.4399683144425412e-06,3.655821764997017,-0.00027723549755478884,-0.15913896204505493,8.657599626045027e-05
54.0,1.1916837960226847,-2.5127353271788544e-06,3.649212642216481,-0.0003429315523899702,-0.16232096270748647,8.687007399849616e-05
55.0,1.1822851082818664,-1.613705150323925e-06,3.6426163810414116,-0.00037535736823571166,-0.1651783873076813,8.76863408307626e-05
56.0,1.172897436473092,3.5327793226174096e-06,3.6360301305916107,-0.0002801525995131657,-0.16804250275872695,8.905294294245836e-05
57.0,1.1635205994805458,4.738085476661245e-06,3.6294392260060113,-0.0001662730737468819,-0.17112771876883795,8.996289442996539e-05
58.0,1.1541255769445664,-5.989924142267479e-07,3.622856106073828,-0.00019013151076637932,-0.17400084215648418,8.99830703054927e-05
59.0,1.1447335294223013,-5.424090943853649e-06,3.6162309172098004,-0.0003244497700198138,-0.1765819837389565,8.995145118146611e-05
60.0,1.1353341267584007,-1.7596951791372245e-06,3.6096569683438777,-0.0003552098760695021,-0.1789297907191346,9.076452089626788e-05
61.0,1.1259569885336553,5.740752278403177e-06,3.603065631396537,-0.0002042245119593235,-0.18152518996765735,9.206075016582297e-05
62.0,1.1165756767416937,7.651120348343018e-06,3.596491100924207,-2.1491999233202422e-05,-0.18428583951903915,9.266826710622925e-05
63.0,1.1071756974286804,2.6410145614878973e-06,3.589910869813897,3.0614936002944336e-05,-0.18674092131652228,9.238129945612038e-05
64.0,1.097778499989298,-3.459994692654648e-06,3.5833027664804997,-6.231608523884837e-05,-0.1888591236969111,9.185198944035011e-05
65.0,1.0883759908220914,-4.827574038434366e-06,3.5767442605559876,-0.0001776881218366798,-0.19075876428075358,9.17319968824533e-05
66.0,1.0789989211804598,-2.6742408205299614e-06,3.570153678036151,-0.00023609102825657467,-0.19291343771379793,9.212989082304194e-05
67.0,1.0696254702387502,3.5973992209865296e-08,3.563563804917867,-0.00022941484255521686,-0.19536666533986435,9.283524969671563e-05
68.0,1.0602377367800848,1.246770494783465e-06,3.556968808699984,-0.00019684107723454082,-0.1977403338995768,9.346716393118618e-05
69.0,1.0508518260367756,1.240985421209893e-06,3.55033821954394,-0.00016628206034065412,-0.1999263387518299,9.39221793595112e-05
70.0,1.0414561631254198,1.1514920895525845e-06,3.54374915563896,-0.0001380693374674344,-0.20190278552556604,9.424296650594373e-05
71.0,1.0320716593877581,1.4073328849017186e-06,3.5371631606502767,-0.00010359594528821794,-0.20397189942066074,9.44933436657412e-05
72.0,1.022692777187138,1.2321010788325105e-06,3.530576477904263,-7.467895176867664e-05,-0.2062370751537299,9.464507082578625e-05
73.0,1.0132964173907661,-5.259226385589454e-08,3.524004583904804,-7.82913070903494e-05,-0.20833425845684814,9.469791142167148e-05
74.0,1.0038953893807112,-1.6674066798537985e-06,3.5174155861812273,-0.00012026224894739675,-0.21009360733118648,9.475329818168539e-05
75.0,0.9944770467049926,-2.423882468958197e-06,3.5138706456016053,-0.0001776852007534915,-0.2117586524712247,9.493434750930548e-05
76.0,0.9850527520312465,-1.8501756320849449e-07,3.5104150337157893,-0.00017611101212063727,-0.21358701304885055,9.532869607558017e-05
77.0,0.9756343847117739,3.369501017453564e-06,3.5069658133306283,-8.895031994342761e-05,-0.2157441682317514,9.57295949472518e-05
78.0,0.9662104812011055,3.441186120935169e-06,3.503512652174471,-8.310860687208477e-06,-0.21804752866356542,9.579891258382212e-05
79.0,0.956776300420026,-1.9051952160971403e-06,3.5000412578387166,-6.436673362572788e-05,-0.22015588426765756,9.566902639272212e-05
80.0,0.9473459956489203,-5.888279406054901e-06,3.49655071687538,-0.00020890322787866437,-0.22209032090760317,9.586384656699776e-05
81.0,0.93793470126043,2.0484911685828833e-06,3.493069708717769,-0.000140460536727921,-0.22437574569059932,9.646740678496808e-05
82.0,0.9285460787284832,1.2918428618575893e-05,3.489581317179096,0.0001833012751816727,-0.22747557846950425,9.625812427271993e-05
83.0,0.919126947022224,2.909155942482505e-06,3.486103805345074,0.00022143508510311,-0.23062940565567075,9.489236843691767e-05
84.0,0.9096733763594981,-9.276477692392167e-06,3.482613098527606,-2.2952348414662833e-05,-0.2329668745847575,9.445351777548468e-05
85.0,0.9002378228642424,-2.8629824941485876e-07,3.4791851004051697,-8.587498480020005e-06,-0.23541167335684784,9.462425141122357e-05
86.0,0.8908161717273116,-2.8890811235806625e-06,3.475783548804271,-8.790332838545568e-05,-0.23834549579441197,9.483988300735595e-05
87.0,0.8813488225292759,-1.3237757647494802e-05,3.47233860469933,-0.000416180746245244,-0.24035125498931761,9.592346228103457e-05
88.0,0.8718652037663863,-1.8731513136237072e-06,3.4689489559961295,-0.00042466417441789695,-0.2415095181514037,9.667310928123044e-05
89.0,0.8624270777521523,1.4168805616532222e-05,3.4655636317080027,-5.6689220293160645e-05,-0.24297606946004258,9.617950086933496e-05
90.0,0.8529808759153283,1.5974260098606566e-05,3.4622079982939424,0.00031911107842170507,-0.24461049137956914,9.467439400574396e-05
91.0,0.8435259751735368,1.1273847884111071e-05,3.458828838250952,0.0005708416902929898,-0.2460834629357325,9.291014824347278e-05
92.0,0.8340725603889299,6.467218017789101e-06,3.4554657777693416,0.0007075464914664469,-0.24756196852776177,9.110366393893492e-05
93.0,0.8246301796320548,1.5630455618075924e-06,3.452096014990961,0.0007276599845912762,-0.2492626908588597,8.928825860257948e-05
94.0,0.8151789524898764,-3.268685858161862e-06,3.4487326649839987,0.0006356461496187906,-0.2509921759060186,8.786852376958472e-05
95.0,0.8057190763792424,-6.32677330355552e-06,3.4453570523295043,0.00047656145493595064,-0.25248856677154896,8.707867445573862e-05
96.0,0.7962585423068195,-7.199577661976918e-06,3.4419655384761176,0.0003021000052124566,-0.2536608761389525,8.680083184397888e-05
97.0,0.7867981216612403,-6.317013217377642e-06,3.4385695313435827,0.0001524003029827526,-0.2544966893132762,8.680521803008594e-05
98.0,0.7773409091020886,-4.663941926811278e-06,3.4351682341949594,4.347514478818732e-05,-0.2550472868160041,8.690123873843241e-05
99.0,0.7678887749878133,-3.0635477887881693e-06,3.431759738352704,-2.7374891209745344e-05,-0.25539004467834914,8.69951022393819e-05
100.0,0.7584333774558378,-3.520094915637833e-06,3.4321792684280314,-0.00011127869695482166,-0.25568860448348757,8.712014625036529e-05
101.0,0.7489619664788437,-3.046384321078305e-06,3.4326897598737838,-0.00018143784404451283,-0.256034679074682,8.727519956352607e-05
102.0,0.7394793089115551,-1.6769798383758547e-06,3.4332273971211493,-0.00021742492797167322,-0.2563297167206902,8.740975768168488e-05
103.0,0.7299940476231628,-2.464859758021084e-07,3.4337702897350693,-0.0002192351854985804,-0.2565536566010037,8.749510176532418e-05
104.0,0.7205104866074857,8.507522340280293e-07,3.4343120999082393,-0.00019551037693411313,-0.256744521553349,8.75346651016569e-05
105.0,0.7110271845963541,1.611744074796502e-06,3.4348592569395717,-0.0001544908313796114,-0.25694164213323006,8.75361122691312e-05
