#{"t_start": 1715762824.3744938, "env_id": "None"}
r,l,t,num_wraps,c
-71.40134,60,292.492654,0.0,0
-72.700186,60,293.877862,0.0,0
-73.200329,60,295.279362,0.0,0
-71.993447,60,296.607139,0.0,0
-74.356305,60,298.041854,0.0,0
-22.343273,17,298.446921,0.7581338964258192,0
-74.616707,60,299.854261,0.0,0
-72.91894,60,301.305229,0.0,0
-73.684583,60,302.746692,0.0,0
-21.993969,17,303.162136,0.752948797994016,0
-73.124289,60,304.576335,0.10442837839604138,0
-27.630299,21,305.092837,0.7539735416348272,0
-72.627034,60,306.566113,0.0560353909650868,0
-75.205849,60,308.009387,0.0,0
-73.097928,60,309.438163,0.0,0
-74.222671,60,310.893406,0.12028863056374112,0
-71.118933,60,312.286291,0.20696171225866777,0
-72.547715,60,313.746628,0.0,0
-74.750475,60,315.164097,0.0,0
-74.498907,60,316.561612,0.0,0
-75.387379,60,317.996037,0.0,0
-73.020835,60,319.411289,0.0,0
-69.496823,60,320.792573,0.0,0
-17.098583,13,321.102175,0.7508123702839574,0
-19.296245,15,321.466064,0.7525290203541715,0
-73.304897,60,322.937542,0.0,0
-73.080525,60,324.359254,0.0,0
-71.304327,60,325.853565,0.0,0
-18.360159,14,326.181605,0.7536399403069011,0
-70.574373,60,327.645128,0.0,0
-72.489166,60,329.12916,0.026302038556884202,0
-70.184807,60,330.475175,0.01815861809161989,0
-72.99471,60,331.912339,0.0,0
-64.34023,52,333.132778,1.0253339409124873,0
-70.810087,60,334.589067,0.0,0
-70.679748,60,335.970983,0.0,0
-59.406977,48,337.109734,0.7506305443873008,0
-72.011718,60,338.505806,0.0,0
-72.220257,60,339.905605,0.10901600900823989,0
-71.75367,60,341.355133,0.10589139456495962,0
-70.690401,60,342.804411,0.0,0
-74.133508,60,344.253687,0.09802108017300751,0
-73.503534,60,345.631277,0.0707821673566091,0
-73.833147,60,347.077136,0.0,0
-72.554023,60,348.495024,0.0,0
-71.08384,60,349.971116,0.0,0
-72.41696,60,351.444892,0.0,0
-69.040811,60,353.023088,0.029254037113232403,0
-71.018997,60,354.434739,0.05929838238330589,0
-72.715708,60,355.930171,0.0,0
-71.332048,60,357.393172,0.0,0
-19.720539,15,357.749179,0.7506269370385517,0
-16.486135,13,358.039951,0.7641151612551046,0
-68.86989,60,359.462865,0.0,0
-74.624913,60,360.863963,0.0,0
-71.031382,60,362.276354,0.16929901648807816,0
-18.615495,14,362.571638,0.7617630725286432,0
-71.850207,60,363.978454,0.0,0
-70.042586,60,365.424078,0.18335782607139278,0
-72.889284,60,366.913283,0.0,0
-73.715155,60,368.343475,0.0,0
-40.513412,32,369.182338,0.755178011283932,0
-71.457075,60,370.673879,0.0,0
-27.191813,21,371.199977,0.750087080441265,0
-69.850952,60,372.623271,0.0,0
-21.719144,17,373.037603,0.7523326999274443,0
-72.932812,60,374.34396,0.0,0
-72.261925,60,375.747313,0.2345636004672313,0
-76.249671,60,382.326368,0.0,0
-20.083867,16,382.689252,0.7548999573380167,0
-72.556072,60,384.129729,0.018592882790718985,0
