#{"t_start": 1716832536.064418, "env_id": "None"}
r,l,t,num_wraps,c
-332.651139,100,3.041916,0.0,0
-348.251267,100,5.899515,0.0,0
-353.407105,100,8.38661,0.0,0
-331.639726,100,10.92445,0.3465137261562684,0
-332.426748,100,13.474211,0.0,0
-365.720212,100,16.151138,0.0,0
-339.037485,100,18.779469,0.0,0
-335.663944,100,21.516797,0.0,0
-348.089009,100,24.249981,0.0,0
-353.451752,100,27.064613,0.0,0
-329.230472,100,29.94005,0.07029886765998135,2
-328.652908,100,32.783754,0.0,0
-331.63693,100,35.62934,0.0,0
-324.271455,100,38.534979,0.0,0
-358.267557,100,41.873936,0.0,0
-342.510775,100,44.741388,0.0,0
-355.121495,100,47.702703,0.0,0
-317.174532,100,50.609432,0.7478667816368326,0
-308.116593,100,53.695892,0.0,1
-343.224133,100,56.714331,0.0,0
-356.89671,100,59.599349,0.0,0
-327.716534,100,62.671944,0.0,0
-326.70391,100,66.030188,0.6725982485177182,2
-265.392661,84,68.989678,0.7704412067861979,7
-356.419513,100,72.507961,0.0,0
-297.909131,100,75.872739,0.0,0
-315.461071,100,78.895897,0.0,0
-334.490328,100,82.020743,0.0,0
-327.698115,100,85.172326,0.0,1
-337.962212,100,88.431898,0.0,0
-299.981861,100,91.956365,0.0,0
-340.696901,100,95.020392,0.0,4
-341.803488,100,98.076121,0.2165534517897235,1
-333.493837,100,101.237748,0.0,0
-330.806107,100,104.217318,0.0,0
-324.376883,100,107.219994,0.0,0
-329.944994,100,110.239146,0.0,1
-303.73455,100,113.443454,0.0743734872644915,2
-330.399116,100,116.41554,0.0,0
-358.840263,100,119.358899,0.0,0
-314.855054,100,122.343514,0.0,0
-340.127775,100,125.246126,0.0,5
-309.300294,100,128.168855,0.0,0
-319.961973,100,131.174659,0.061992889050175234,0
-312.577954,100,134.162182,0.0,0
-307.4134,100,137.197499,0.0,0
-320.569811,100,140.213347,0.0,0
-319.032605,100,143.382568,0.0,0
-310.147578,100,146.459461,0.0,0
-312.017523,100,149.658224,0.0,0
-286.140005,100,175.944648,0.25000825609312494,0
-308.699182,100,180.014026,0.0,0
-311.087116,100,183.550813,0.0,0
-302.485743,100,186.967074,0.0,0
-292.522254,100,190.128739,0.0,0
-300.126712,100,193.348834,0.0,0
-305.314422,100,196.533722,0.0,0
-310.194248,100,199.724271,0.0,0
-307.737573,100,203.324723,0.0,0
-293.455683,100,206.754489,0.6976795818346359,0
-302.348963,100,209.984142,0.0,0
-302.001076,100,213.063006,0.0,0
-308.632451,100,216.042189,0.1444876715123374,0
-203.826203,100,219.612883,0.39204030284717983,0
-308.547654,100,222.762879,0.0,0
-226.785289,100,226.308403,0.0,0
-224.599783,80,229.116964,0.9025009313911808,0
-202.530663,100,232.595264,0.18542662690515263,0
-233.255444,100,236.005344,0.0,0
-66.058862,39,237.348371,0.8921122449893387,0
-54.229835,37,238.512877,0.9645348551590509,0
-68.818786,41,239.811392,0.816458760325911,0
